AnimalName,AnimalGender,AgeAsOf2015,BreedName,Borough
SPENCER,M,3,Beagle,Brooklyn
NAME NOT PROVIDED,M,3,"Bull Dog, French",Manhattan
MAX,M,5,American Pit Bull Terrier/Pit Bull,Staten Island
MINNIE,F,6,Miniature Pinscher,Brooklyn
MONTY,M,10,Beagle,Manhattan
PRECIOUS-SOFIA,F,3,Unknown,Brooklyn
INDIE,F,3,Labrador Retriever,Manhattan
DOBBY,M,4,Dachshund Smooth Coat,Manhattan
KENJI,M,4,Shiba Inu,Queens
MUGSY,M,12,Unknown,Manhattan
BARAK,M,3,Unknown,Manhattan
OULCINEA,F,7,"Dachshund, Long Haired Miniature",Manhattan
MAJOR,M,3,Unknown,Manhattan
SOPHIE,F,3,American Pit Bull Mix / Pit Bull Mix,Queens
SANDER,M,11,Chihuahua,Manhattan
SAKE,M,13,Unknown,Manhattan
NAME NOT PROVIDED,F,3,Unknown,Manhattan
REMY,F,4,American Pit Bull Mix / Pit Bull Mix,Queens
HANK,M,3,Labrador Retriever,Manhattan
MILO,M,3,Shih Tzu,Brooklyn
BENO,M,12,Norfolk Terrier,Brooklyn
SAMMY,M,3,Havanese,Manhattan
OULCINEA,F,7,"Dachshund, Long Haired Miniature",Manhattan
OZZIE,M,14,Cocker Spaniel,Manhattan
KISSY,F,9,Shih Tzu,Manhattan
BISCUIT,M,3,Pug,Brooklyn
CHLOE,F,18,Keeshond,Manhattan
UNKNOWN,F,3,Labradoodle,Bronx
UNKNOWN,M,3,Unknown,Bronx
PRINCESS,F,5,Shiba Inu,Brooklyn
UNKNOWN,F,3,Yorkshire Terrier,Bronx
CORBY,M,7,Labrador Retriever,Staten Island
POOCHIE,M,3,Maltese,Bronx
SAVI,F,3,German Shepherd Dog,Manhattan
UNKNOWN,M,3,Shih Tzu,Bronx
UNKNOWN,M,3,Unknown,Bronx
RASCAL,M,3,Chihuahua,Manhattan
MARZIA,F,10,Pomeranian,Manhattan
UNKNOWN,F,3,Unknown,Bronx
UNKNOWN,M,3,Shih Tzu,Bronx
MISTER,M,14,Chihuahua,Brooklyn
ASTRA,F,3,"Poodle, Miniature",Manhattan
EMMA,F,11,Labrador Retriever Crossbreed,Queens
NALA,F,12,"Mastiff, French (Dogue de Bordeaux)",Manhattan
MAX,M,3,Australian Shepherd,Bronx
MARX,M,7,Cairn Terrier,Brooklyn
SHAGO,M,3,Shih Tzu,Manhattan
PEPE,M,3,Dachshund Smooth Coat,Bronx
HALO,M,10,Jack Russell Terrier,Brooklyn
PRINCESS,F,3,Maltese,Brooklyn
BOSCO,M,6,Pomeranian,Bronx
COCO,F,3,Dachshund Smooth Coat,Bronx
WALTER,M,3,Labrador Retriever Crossbreed,Brooklyn
ROCKY,M,5,Pekingese,Brooklyn
GIDGET,F,12,Golden Retriever,Manhattan
HERCULES,M,3,Shih Tzu,Queens
BUDDHA,F,3,"Bull Dog, French",Bronx
NANCHI,M,3,Labrador Retriever,Bronx
DAKOTA,F,3,American Pit Bull Terrier/Pit Bull,Bronx
PEBBLES,F,3,Labradoodle,Manhattan
TOBY,M,6,Havanese,Manhattan
PIPPA,F,5,Bull Terrier,Manhattan
MOLLY,F,6,Unknown,Manhattan
LILY,F,6,German Shepherd Dog,Queens
UNKNOWN,M,3,Golden Retriever,Bronx
PHILI,F,9,Chihuahua,Bronx
STEVIE,F,6,Unknown,Manhattan
GINGER,F,5,Shih Tzu,Bronx
GILBERT,M,11,Beagle,Manhattan
DAKOTA,F,3,Labrador Retriever,Queens
MUENSY,F,4,"Bull Dog, English",Manhattan
ABBY,F,7,"Poodle, Standard",Brooklyn
JAKE,M,15,"Welsh Corgi, Pembroke",Brooklyn
BENNY,M,3,Boston Terrier,Manhattan
LYNKS,M,8,German Shepherd Dog,Bronx
ROGER,M,4,"Dachshund, Long Haired Miniature",Manhattan
LOUIE,M,3,Shih Tzu,Staten Island
BEAR,M,6,Akita,Bronx
MIKEY,M,8,Unknown,Brooklyn
JIMOTHY,M,12,Unknown,Staten Island
GERONIMO,M,17,Unknown,Brooklyn
BELLA,F,10,Bichon Frise,Brooklyn
LILY,F,4,Labrador Retriever,Brooklyn
JUNIOR,M,15,Wheaton Terrier,Manhattan
BARKLEY,M,6,Unknown,Manhattan
PENNY,F,7,Shiba Inu,Brooklyn
LOUVRE,F,4,Jack Russell Terrier,Manhattan
WINSTON,M,9,Cavalier King Charles Spaniel,Manhattan
SAM,M,8,"Poodle, Standard",Queens
NANA,F,13,Unknown,Queens
ARTHUR,M,3,German Shepherd Crossbreed,Manhattan
ZEUS,M,10,Labrador Retriever,Brooklyn
DANTE,M,3,"Mastiff, Bull",Queens
MAY,F,9,Beagle Crossbreed,Manhattan
TOBY,M,3,Maltese,Bronx
TEDDY,M,9,Labrador Retriever,Staten Island
ELLIE,F,5,"Bull Dog, French",Manhattan
ZORA,F,7,Labrador Retriever,Manhattan
DARWIN,M,5,Bichon Frise,Manhattan
KOBE,M,3,Yorkshire Terrier,Bronx
TOMMY,M,3,Maltese,Queens
CAT,F,5,Unknown,Brooklyn
DAISY,F,6,Unknown,Manhattan
LUNA,F,3,Beagle,Staten Island
TOASTY,F,8,Unknown,Brooklyn
JADA,F,15,Unknown,Queens
LUCY,F,3,American Pit Bull Terrier/Pit Bull,Queens
KRISTA,F,4,German Shepherd Dog,Queens
PRINCE,M,4,American Pit Bull Terrier/Pit Bull,Queens
JOEY,M,3,Boxer,Manhattan
SAMMY,M,5,Unknown,Manhattan
LOKI,M,3,"Bull Dog, French",Manhattan
TOFU,M,3,Golden Retriever,Staten Island
CHEWY,M,3,Shih Tzu,Queens
TOBY,M,12,Unknown,Brooklyn
QUINN,M,5,Australian Shepherd,Brooklyn
NORMAN,M,3,Labradoodle,Brooklyn
STORM,F,6,American Pit Bull Mix / Pit Bull Mix,Queens
LEXIE,F,5,American Pit Bull Mix / Pit Bull Mix,Manhattan
BUCKLEY,M,13,Unknown,Manhattan
MARLEY,F,7,Unknown,Queens
BABY,F,9,Havanese,Manhattan
BAILEY,F,9,Beagle,Queens
PUCHI,F,9,Unknown,Queens
ALLIE,F,10,Brittany Spaniel,Staten Island
KLAUS,M,4,Dachshund Smooth Coat,Brooklyn
COOPER,M,6,Unknown,Manhattan
COOPER,M,5,"Schnauzer, Miniature",Queens
CLIPY,M,3,Unknown,Queens
DEACON,M,3,Maltese,Manhattan
MEI,F,9,Australian Cattledog,Brooklyn
GINO,M,3,Shih Tzu,Queens
MURPHY,M,3,Labrador Retriever,Manhattan
OSCAR,M,8,German Shepherd Dog,Queens
LUKA,M,4,German Shepherd Crossbreed,Manhattan
SLINKY,M,7,"Dachshund, Long Haired",Queens
KARMA,F,3,Bull Terrier,Manhattan
MUFFIN,M,3,Labrador Retriever,Queens
MOLLY,F,3,American Pit Bull Mix / Pit Bull Mix,Manhattan
AMERICA,F,15,"Poodle, Miniature",Staten Island
CHLOE,F,9,Yorkshire Terrier,Manhattan
STARSKY,M,3,Unknown,Queens
ESCHER,M,3,Great Dane,Bronx
HUTCH,M,3,Unknown,Queens
MERCY,M,3,Siberian Husky,Queens
YUPPY,M,17,Chihuahua,Manhattan
PIPER,F,5,Maltese,Brooklyn
DOMINO,M,3,Jack Russell Terrier,Brooklyn
DIPPER,M,4,American Pit Bull Mix / Pit Bull Mix,Manhattan
BANDIT,M,4,Chihuahua,Staten Island
RUBY,F,10,Portuguese Water Dog,Manhattan
OPHELIA,F,12,Labrador Retriever Crossbreed,Manhattan
LULA,F,15,Chihuahua,Manhattan
COCOA,M,4,Labrador Retriever,Staten Island
HERSHEY,M,3,Dachshund Smooth Coat Miniature,Staten Island
PRINCESS,F,3,Lhasa Apso,Queens
JACKSON,M,3,Yorkshire Terrier,Queens
BLACKY,M,18,Unknown,Bronx
TUNK,M,10,Pomeranian,Manhattan
GERTRUDE,F,9,Unknown,Manhattan
KISMET,F,3,Shetland Sheepdog,Manhattan
KIWI,F,7,Unknown,Bronx
YOGI,M,8,Yorkshire Terrier,Bronx
ARCHIBAL,M,9,Yorkshire Terrier,Manhattan
HOPE,F,4,Labrador Retriever Crossbreed,Brooklyn
SANDY,F,13,Yorkshire Terrier,Bronx
LUCKY,M,5,Shih Tzu,Brooklyn
LILY,F,7,Unknown,Queens
SIRE,M,11,Chihuahua,Manhattan
TARO,M,3,Golden Retriever,Staten Island
RHETT,M,3,Bloodhound,Manhattan
SPIKEY,M,7,Shih Tzu,Brooklyn
JOHNNY,M,9,American Pit Bull Mix / Pit Bull Mix,Manhattan
LUCKEE,M,5,Shih Tzu,Manhattan
TIM,M,4,Jack Russell Terrier,Manhattan
POTTER,M,11,Cocker Spaniel,Brooklyn
DUTCH,M,3,American Pit Bull Terrier/Pit Bull,Manhattan
BONNIE,F,17,Wheaton Terrier,Manhattan
NEENA,F,5,Unknown,Manhattan
SONNY,M,13,Belgian Griffon,Queens
HUDSON,M,7,Unknown,Manhattan
MISAKI,F,4,Shiba Inu,Brooklyn
OSHA,F,3,German Shepherd Dog,Queens
BLAZE,M,5,American Pit Bull Terrier/Pit Bull,Brooklyn
VINEGAR,M,16,Wire Fox Terrier,Queens
HOLLY,F,11,Golden Retriever,Manhattan
BRANDY,F,8,German Shepherd Dog,Queens
SPUNKY,F,7,Shih Tzu,Brooklyn
MAX,M,6,Labrador Retriever,Queens
SNICKERS,M,3,Australian Shepherd,Manhattan
MAIZE,F,7,Labrador Retriever,Brooklyn
LEAF,M,7,Unknown,Manhattan
LADY,F,3,American Pit Bull Terrier/Pit Bull,Staten Island
MACIE,F,4,Labrador Retriever Crossbreed,Manhattan
LACEY,F,8,"Poodle, Toy",Manhattan
MILES,M,5,Yorkshire Terrier,Queens
MO,F,6,"Schnauzer, Miniature",Manhattan
BEANIE,F,3,Dachshund Smooth Coat Miniature,Manhattan
BROOKLYN,M,6,Yorkshire Terrier,Brooklyn
NILLA,F,7,Australian Cattledog,Bronx
TEDDY,M,7,Labrador Retriever,Brooklyn
QUINCY,M,5,Unknown,Brooklyn
ZOEY,F,3,Shih Tzu,Staten Island
ALEX,M,5,Bichon Frise,Manhattan
L,M,8,Maltese,Staten Island
LADY,F,3,American Pit Bull Terrier/Pit Bull,Manhattan
ABBY,F,12,Yorkshire Terrier,Manhattan
LUKA,M,7,Samoyed,Brooklyn
LUCKY,M,3,Maltese,Manhattan
NASH,M,3,Chihuahua,Brooklyn
PAYETON,F,14,Beagle,Manhattan
PEEDEE,M,4,Staffordshire Bull Terrier,Queens
MOLLY,F,5,Pug,Manhattan
ACE,M,3,American Pit Bull Terrier/Pit Bull,Manhattan
PAZZY,F,8,"Collie, Border",Queens
GEMMA,F,3,Labrador Retriever Crossbreed,Manhattan
ROY,M,6,American Pit Bull Mix / Pit Bull Mix,Manhattan
SHAI,F,3,"Poodle, Toy",Bronx
MARLEY,M,11,Golden Retriever,Manhattan
KUSH,M,6,American Staffordshire Terrier,Queens
LEELU,F,4,Beagle Crossbreed,Queens
TIKI,F,3,Norwich Terrier,Queens
ELOISE,F,14,Chihuahua,Manhattan
LIBBY,F,3,Basenji,Manhattan
SHAMELESS,F,6,Unknown,Manhattan
UNKNOWN,M,3,Australian Shepherd,Brooklyn
UNKNOWN,M,3,Chihuahua,Brooklyn
COOKIE,F,12,Unknown,Queens
LIAH,F,3,Pug,Manhattan
LEO,M,3,Shih Tzu,Brooklyn
MOLLY,F,3,Beagle,Brooklyn
GRADY,M,5,Labrador Retriever,Brooklyn
BUBBA,M,7,American Pit Bull Terrier/Pit Bull,Queens
DEX,M,3,"Bull Dog, French",Manhattan
UNKNOWN,M,3,Havanese,Manhattan
PEPPER,M,11,Unknown,Queens
TOBY,M,5,Shih Tzu,Brooklyn
LACY,F,3,Unknown,Queens
PRINCESS,F,4,American Pit Bull Terrier/Pit Bull,Bronx
BELLA,F,5,Yorkshire Terrier,Queens
MAX,M,4,Yorkshire Terrier,Bronx
SPARKY,M,3,Miniature Pinscher,Brooklyn
PRECIOUS,F,4,American Pit Bull Terrier/Pit Bull,Queens
HUGGIE,M,6,"Poodle, Miniature",Queens
CHLOE,F,9,Maltese,Staten Island
UNKNOWN,F,3,Unknown,Brooklyn
UNKNOWN,F,3,Cocker Spaniel,Manhattan
COCO,F,9,Maltese,Queens
UNKNOWN,M,3,Unknown,Manhattan
UNKNOWN,F,3,Shih Tzu,Manhattan
ATREUU,M,4,Unknown,Bronx
HEIDOU,F,3,Akita,Queens
MAX,M,3,American Pit Bull Terrier/Pit Bull,Bronx
UNKNOWN,F,3,"Bull Dog, French",Manhattan
UNKNOWN,F,3,Pug,Manhattan
UNKNOWN,F,3,Unknown,Bronx
WALLY,F,3,Dalmatian,Manhattan
PERCY,M,4,Pug,Manhattan
INGO,M,5,Chihuahua,Brooklyn
THEODORE,M,3,Shih Tzu,Manhattan
TINA,F,9,Shih Tzu,Queens
LAYLA,F,3,"Bull Dog, French",Manhattan
MOGUL,M,3,Cavalier King Charles Spaniel,Manhattan
UNKNOWN,M,3,Shih Tzu,Manhattan
CODY,M,11,Labrador Retriever,Manhattan
OPIE,M,3,"Poodle, Standard",Brooklyn
FLUFFY,M,11,Maltese,Bronx
MOLLY,F,4,Chihuahua,Bronx
MAX,M,5,Cotton De Tulear,Queens
CHIPPER,M,13,Beagle,Manhattan
UNKNOWN,F,3,Dachshund Smooth Coat,Manhattan
UNKNOWN,F,3,"Schnauzer, Standard",Manhattan
MACC,M,10,Portuguese Water Dog,Brooklyn
PEPE,M,12,Dachshund Smooth Coat,Manhattan
GINGER,F,8,Maltese,Manhattan
MASTER,M,11,"Schnauzer, Miniature",Manhattan
SOSA,M,3,American Pit Bull Terrier/Pit Bull,Brooklyn
JULIA,F,16,"Schnauzer, Miniature",Brooklyn
UNKNOWN,M,3,Havanese,Manhattan
UNKNOWN,M,3,Unknown,Queens
UNKNOWN,F,3,Pomeranian,Manhattan
TYLER,M,9,Unknown,Manhattan
TYSON,M,5,Shih Tzu,Brooklyn
GUS,M,12,Boston Terrier,Queens
FREDO,M,9,Boston Terrier,Manhattan
STORM,F,5,Unknown,Brooklyn
MIA,F,3,Chihuahua,Manhattan
GIZMO,M,9,Silky Terrier,Staten Island
ZOOEY,F,4,Labrador Retriever Crossbreed,Manhattan
BLACKA,M,5,Yorkshire Terrier,Bronx
OTTO,M,3,Bernese Mountain Dog,Manhattan
TEDDY,M,3,Labradoodle,Manhattan
MAIA,F,9,Unknown,Queens
UNKNOWN,F,3,Shetland Sheepdog,Queens
UNKNOWN,M,3,Maltese,Queens
CHEWY,M,8,Unknown,Brooklyn
SAMMY,M,3,Australian Silky Terrier,Staten Island
DONATELLO,M,3,German Shepherd Dog,Queens
BOOMER,M,4,American Pit Bull Mix / Pit Bull Mix,Manhattan
HOPE,F,3,Pomeranian,Queens
ESQUIRE,F,3,American Pit Bull Terrier/Pit Bull,Bronx
TIGER,M,5,American Pit Bull Mix / Pit Bull Mix,Bronx
CAESAR,M,3,Cane Corso,Manhattan
SKIPPY,M,6,"Poodle, Standard",Brooklyn
WORK,M,11,Unknown,Manhattan
UNKNOWN,F,3,Lhasa Apso,Queens
UNKNOWN,F,3,Dachshund Smooth Coat,Manhattan
UNKNOWN,M,3,Unknown,Manhattan
UNKNOWN,M,3,"Bull Dog, French",Manhattan
KENYA,F,7,American Pit Bull Terrier/Pit Bull,Bronx
BUDDY,M,5,Staffordshire Bull Terrier,Brooklyn
TEMPURA,F,3,American Pit Bull Terrier/Pit Bull,Staten Island
KELLY,F,6,Unknown,Manhattan
BUCKS,M,6,Bichon Frise,Staten Island
HENRY,M,8,Unknown,Brooklyn
OPIE,M,3,Unknown,Manhattan
OLIVE,F,4,Pug,Queens
PERRY,F,3,Bichon Frise,Queens
XENA,F,4,Unknown,Brooklyn
LUCY,F,4,Chihuahua,Manhattan
UNKNOWN,M,3,"Schnauzer, Miniature",Queens
UNKNOWN,M,3,Beagle,Manhattan
UNKNOWN,M,3,Puggle,Queens
UNKNOWN,M,3,German Shepherd Dog,Queens
LOLA,F,8,Havanese,Manhattan
ZOEY,F,3,Unknown,Staten Island
CHANNEL,F,3,Shih Tzu,Bronx
WRIGLEY,M,7,Cocker Spaniel,Manhattan
YOGI,M,6,Shih Tzu,Manhattan
UNKNOWN,F,3,Bichon Frise,Queens
UNKNOWN,F,3,"Welsh Corgi, Cardigan",Queens
SHEENA,F,9,Akita,Brooklyn
SLY,M,4,Boxer,Manhattan
TABBY,F,4,Australian Shepherd,Manhattan
PEBBLES,F,9,Vizsla,Manhattan
PEARL,F,3,Pekingese,Manhattan
UNKNOWN,F,3,Unknown,Brooklyn
UNKNOWN,M,3,Dachshund Smooth Coat,Manhattan
UNKNOWN,F,3,Yorkshire Terrier,Manhattan
UNKNOWN,M,3,Bichon Frise,Queens
CHEE,F,3,Chihuahua,Manhattan
UNKNOWN,M,3,Boston Terrier,Queens
UNKNOWN,M,3,Havanese,Manhattan
CHOCOLATE,M,3,Pomeranian,Manhattan
AVA,F,3,Unknown,Brooklyn
ARCHIE,M,3,German Shepherd Crossbreed,Manhattan
UNKNOWN,F,3,Shih Tzu,Manhattan
UNKNOWN,M,3,Shih Tzu,Manhattan
MOCHA,F,4,Shih Tzu,Manhattan
UNKNOWN,F,3,"Bull Dog, French",Manhattan
UNKNOWN,M,3,Labrador Retriever,Manhattan
CHEWY,M,10,Yorkshire Terrier,Manhattan
CHLOE,F,11,Yorkshire Terrier,Manhattan
PARKER,F,5,"Jindo Dog, Korea",Manhattan
KNICKS,M,6,Jack Russell Terrier,Queens
BAILEY,F,8,Rottweiler,Bronx
MAX,M,8,Yorkshire Terrier,Manhattan
SANDY,F,8,Unknown,Manhattan
GINGER,F,7,German Shepherd Crossbreed,Brooklyn
STELLA,F,3,"Poodle, Miniature",Manhattan
NORMAN,M,3,Wire Fox Terrier,Manhattan
JACK,M,3,Unknown,Bronx
EVA,F,6,Old English Sheepdog,Brooklyn
RUFUS,M,5,German Shepherd Dog,Queens
HUDSON,M,7,Havanese,Manhattan
BODHI,F,3,American Pit Bull Mix / Pit Bull Mix,Queens
MOLLY,F,10,Cocker Spaniel,Staten Island
PRINCESS,F,5,American Pit Bull Terrier/Pit Bull,Manhattan
ROSIE,F,3,German Shepherd Dog,Staten Island
BUDDY,M,3,Miniature Pinscher,Queens
SALERNO,M,8,Rottweiler,Bronx
CONTESSA,F,3,"Schnauzer, Miniature",Manhattan
OREO,M,4,Boston Terrier,Brooklyn
MILES,M,6,Dachshund Smooth Coat Miniature,Manhattan
GIANT,M,4,Chihuahua,Queens
BUDDY,M,10,Labrador Retriever Crossbreed,Queens
SANDY,F,9,Wire Fox Terrier,Queens
ALEXANDER,M,5,Pomeranian,Manhattan
RAVEN,F,3,American Pit Bull Terrier/Pit Bull,Queens
SUMO,M,8,Boston Terrier,Brooklyn
FERCHO,M,3,Chihuahua,Brooklyn
ONYX,M,5,Rottweiler,Queens
PIPPA,F,8,Portuguese Water Dog,Manhattan
VANILLA,M,5,"Bull Dog, French",Manhattan
NAME NOT PROVIDED,M,5,Chihuahua,Queens
PAPI,M,15,Yorkshire Terrier,Queens
BUTTON,M,7,"Schnauzer, Miniature",Staten Island
LUCAS,M,5,Golden Retriever,Bronx
LEXI,F,3,Maltese,Manhattan
LAYLA,F,8,Unknown,Brooklyn
BUTCH,M,3,Unknown,Brooklyn
JOHN,M,3,Yorkshire Terrier,Manhattan
RALPH,M,5,Unknown,Manhattan
JAKE,M,5,Unknown,Staten Island
BOSCO,M,3,Labrador Retriever,Queens
BRANDON,M,6,American Staffordshire Terrier,Brooklyn
RAOUL,M,5,"Bull Dog, French",Manhattan
AGATHA,F,9,Unknown,Brooklyn
OREO,M,10,Dalmatian,Brooklyn
GINGER,F,6,Puggle,Brooklyn
BEE,F,9,Chihuahua,Brooklyn
NAME NOT PROVIDED,F,5,Unknown,Bronx
CHOLE,F,6,West High White Terrier,Manhattan
BRISCOE,M,16,Yorkshire Terrier,Brooklyn
BRODY,M,12,Keeshond,Manhattan
NAME NOT PROVIDED,M,7,Miniature Pinscher,Staten Island
EDITH,F,3,Havanese,Manhattan
OMAR,M,3,Unknown,Brooklyn
TRIXIE,F,3,Chihuahua,Brooklyn
TINA,F,14,Shih Tzu,Manhattan
BRUNO,M,8,English Cocker Spaniel,Brooklyn
XENA,F,3,American Pit Bull Terrier/Pit Bull,Bronx
MADISON,F,4,Shih Tzu,Bronx
MAGGIE,F,10,Cairn Terrier,Manhattan
BARCA,M,6,Cocker Spaniel,Manhattan
LILY,F,7,Shih Tzu,Manhattan
TROY,M,7,Maltese,Manhattan
BUTTERCUP,F,11,Pomeranian,Brooklyn
PENNY,F,4,American Pit Bull Mix / Pit Bull Mix,Queens
IVY,M,3,Unknown,Manhattan
THAI,F,5,Rottweiler,Manhattan
PEGGY,F,3,"Poodle, Standard",Brooklyn
MILLIE,F,3,Shih Tzu,Brooklyn
AMBER,F,13,Pomeranian,Bronx
RUSTY,M,13,German Shepherd Dog,Bronx
MYLO,M,5,Maltese,Manhattan
MUGSEY,M,4,American Pit Bull Mix / Pit Bull Mix,Manhattan
LUKE,M,4,Cairn Terrier,Manhattan
BUTTERCUP,F,10,Labrador Retriever,Queens
BMO,M,3,German Shepherd Crossbreed,Manhattan
ELPHABA,F,4,Shih Tzu,Queens
ALVIN,F,4,Unknown,Manhattan
AILSA,F,5,Wheaton Terrier,Manhattan
RILEY,M,3,Havanese,Brooklyn
RAYNE,F,7,"Schnauzer, Miniature",Bronx
REMY,F,6,Unknown,Bronx
GI,F,5,Lhasa Apso,Staten Island
CHARLIE,M,4,Beagle,Queens
CHARLEY,F,5,Rottweiler,Brooklyn
JAYCE,M,3,Pekingese,Manhattan
WILL,M,5,Chihuahua,Bronx
TIGER,M,13,Jack Russell Terrier,Manhattan
AH1232,F,3,Jack Russell Terrier,Queens
ZOEY,F,3,German Shepherd Dog,Brooklyn
MIA,F,4,Cane Corso,Manhattan
MAX,M,7,Pekingese,Manhattan
DAISY,F,6,Pomeranian,Manhattan
KENJI,M,3,Shiba Inu,Queens
SADIE,F,4,Unknown,Manhattan
CLOVER,M,5,Unknown,Bronx
SHIVA,F,14,Rottweiler,Manhattan
SHERLOCK,M,4,Unknown,Brooklyn
INDIE,M,5,Chihuahua,Brooklyn
BELLA,F,4,Yorkshire Terrier,Staten Island
LIGHTNING,M,8,West High White Terrier,Bronx
FENDY,F,3,Shih Tzu,Manhattan
ANNABELLA,F,6,Maltese,Manhattan
ANGIE,F,11,Miniature Pinscher,Manhattan
AKIMA,F,6,Yorkshire Terrier,Bronx
PRISCILLA,F,5,Unknown,Brooklyn
JUNO,F,3,"Poodle, Miniature",Manhattan
CINDY,F,5,American Pit Bull Terrier/Pit Bull,Queens
COCO,F,3,Unknown,Brooklyn
CAOIMHE,F,5,Labrador Retriever,Brooklyn
BENNETT,M,9,"Bull Dog, French",Queens
REX,M,5,American Pit Bull Mix / Pit Bull Mix,Manhattan
BABY,F,7,Shih Tzu,Bronx
TAINA,F,4,Maltese,Queens
STAR,F,11,Unknown,Manhattan
CHUPI,M,4,Unknown,Manhattan
LILLY,F,7,American Pit Bull Terrier/Pit Bull,Staten Island
CHARLOTTE,F,6,Unknown,Manhattan
LOLA,F,5,Unknown,Manhattan
ZED,F,3,German Shepherd Dog,Brooklyn
POLO,M,9,American Pit Bull Terrier/Pit Bull,Bronx
TRIGGS,M,5,American Pit Bull Terrier/Pit Bull,Bronx
LATIFA,F,6,Unknown,Brooklyn
LILI,F,10,Unknown,Queens
ZOILIE,F,9,Shih Tzu,Bronx
REMY,M,4,Unknown,Brooklyn
HILLARY,F,4,Labrador Retriever,Bronx
BRUNO,M,3,Siberian Husky,Bronx
DEANA,F,4,Shih Tzu,Bronx
CID,M,8,Unknown,Brooklyn
JAXS,M,4,Yorkshire Terrier,Manhattan
TITO,M,12,American Pit Bull Mix / Pit Bull Mix,Manhattan
PAC,M,13,Unknown,Brooklyn
LEO,M,3,Yorkshire Terrier,Queens
LADY,F,4,Boxer,Bronx
RUPERT,M,3,Jack Russell Terrier,Manhattan
RED,M,3,American Pit Bull Terrier/Pit Bull,Brooklyn
MERCY,M,8,American Pit Bull Terrier/Pit Bull,Queens
STEGGY,F,3,Chihuahua,Bronx
GEORGE,F,5,American Pit Bull Terrier/Pit Bull,Manhattan
GOOBER,M,6,Yorkshire Terrier,Staten Island
SADIE,F,4,Shih Tzu,Manhattan
LOLA,F,4,"Pointer, German Wirehaired",Brooklyn
CHANUNCEY,M,6,Unknown,Manhattan
JAYDEN,M,5,Unknown,Manhattan
PERCIVAL,M,4,Chihuahua,Manhattan
ADORABLE,F,3,Siberian Husky,Brooklyn
ROCKY,M,7,Labrador Retriever,Brooklyn
ROCKY,M,5,American Pit Bull Terrier/Pit Bull,Bronx
REMY,M,5,Unknown,Manhattan
BARON,M,7,Havanese,Manhattan
DOUGLAS,M,5,Norfolk Terrier,Manhattan
JERRY,M,8,Unknown,Queens
KANDY,F,7,Unknown,Brooklyn
NINA,F,4,American Pit Bull Mix / Pit Bull Mix,Queens
SAMANTHA,F,9,Unknown,Bronx
SANDY,F,4,Unknown,Brooklyn
DELLA,F,9,German Shepherd Crossbreed,Manhattan
BUDDY,M,3,Labrador Retriever,Staten Island
SPICEY,F,4,American Pit Bull Terrier/Pit Bull,Brooklyn
MIYA,F,3,Shiba Inu,Queens
ADAM,M,7,West High White Terrier,Staten Island
LASY,F,3,Beagle,Bronx
LASSIE,F,3,Norfolk Terrier,Queens
PATRICK,M,4,Unknown,Staten Island
YUKI,F,3,Shiba Inu,Brooklyn
UNKNOWN,M,3,Unknown,Brooklyn
UNKNOWN,M,3,Boxer,Brooklyn
LOLA,F,6,Shih Tzu,Staten Island
CKICEO,M,8,Unknown,Queens
SOONI,F,10,Cocker Spaniel,Queens
NAME NOT PROVIDED,M,3,Dachshund Smooth Coat,Brooklyn
DUFFY,M,4,Unknown,Brooklyn
GIGI,F,3,Unknown,Staten Island
BELLA,F,4,Shiba Inu,Brooklyn
BELLA,F,5,American Pit Bull Terrier/Pit Bull,Brooklyn
BARCEIO,M,4,Belgian Malinois,Brooklyn
HOLLY,F,3,Havanese,QUEENS
NAME NOT PROVIDED,F,3,Unknown,Brooklyn
NAME NOT PROVIDED,F,3,Boston Terrier,Brooklyn
RUMPLE,M,4,Unknown,Brooklyn
BELLA,F,9,Pekingese,Brooklyn
IWANELI,F,3,Shih Tzu,Bronx
CHARLIE,M,3,Beagle,Brooklyn
UNKNOWN,F,3,Unknown,Brooklyn
DAISY,F,3,Cocker Spaniel,Queens
UNKNOWN,M,3,Labrador Retriever,Staten Island
UNKNOWN,M,3,Unknown,Brooklyn
NIBLET,F,5,Shih Tzu,Manhattan
SASHA,F,13,Cocker Spaniel,Manhattan
JUNO,F,3,American Pit Bull Terrier/Pit Bull,Brooklyn
NAME NOT PROVIDED,M,3,Dachshund Smooth Coat,Brooklyn
NAME NOT PROVIDED,M,3,Unknown,Brooklyn
DEXTER,M,9,Beagle,Manhattan
BOO,M,4,Unknown,Manhattan
BEAUTY,F,6,"Mastiff, Neapolitan",Bronx
HONEY,M,4,Shih Tzu,Brooklyn
MOLLY,F,3,Unknown,Queens
TEDDY,M,4,American Pit Bull Terrier/Pit Bull,Bronx
ZION,M,4,American Pit Bull Terrier/Pit Bull,Brooklyn
PENNY,F,3,Maltese,Queens
BUTTON,M,5,Maltese,Staten Island
CHARLIE,M,3,Cavalier King Charles Spaniel,Manhattan
CHARLEY,M,8,Labrador Retriever,Manhattan
UNKNOWN,F,3,Unknown,Brooklyn
COCO,F,5,Shih Tzu,Brooklyn
UNKNOWN,M,3,Shih Tzu,Brooklyn
LOLA,F,12,Lhasa Apso,Brooklyn
CHASE,M,5,Maltese,Brooklyn
HUCK,M,9,Unknown,Manhattan
